ID_ev_booking;date_start;title;subtitle;room;tag1_E;tag2_E;genre;cast_full;program_full
000000e9:00198c3e;2024-12-17T19:30:00;Fantaisies;Aylen Pritchin, Nicolas Altstaedt, Maxim Emelyanychev;Salle de Musique de Chambre;Classical Hits;Intimate;Chamber;Nicolas Altstaedt (violoncelle) | Maxim Emelyanychev (piano) | Aylen Pritchin (violon);Robert Schumann — Sonate für Violine und Klavier N° 1 | Robert Schumann — Fantasiestücke op. 73 | Robert Schumann — Phantasiestücke op. 88 | Robert Schumann — Klaviertrio op. 80 | Felix Mendelssohn Bartholdy — Bis: Klaviertrio N° 1: 2. Andante con moto tranquillo
000000e9:00198338;2024-12-18T12:15:00;Yoga & Schubert;;Espace Découverte;Mood-booster;Music and More;Crossover / Chamber;Cathy Krier (piano) | Tulsi (Yogalehrer*in) | Emma Landarrabilco (flûte);Franz Schubert — «Ständchen» D 889 (arr. Theobald Böhm) | Franz Schubert — Variationen über «Trockne Blumen» D 802
000000e9:00192a81;2024-12-18T12:30:00;Lunch concert;;Grand Auditorium;Mood-booster;Intimate;Orchestra;;
000000e9:001998d2;2024-12-18T17:30:00;Yoga & Schubert;;Espace Découverte;Mood-booster;Music and More;Chamber / Crossover;Tulsi (Yogalehrer*in) | Cathy Krier (piano) | Emma Landarrabilco (flûte);Franz Schubert — «Ständchen» D 889 (arr. Theobald Böhm) | Franz Schubert — Variationen über «Trockne Blumen» D 802
000000e9:001998d3;2024-12-18T20:00:00;Yoga & Schubert;;Espace Découverte;Mood-booster;Music and More;Crossover;Cathy Krier (piano) | Amelie Kuylenstierna (Yogalehrer*in) | Emma Landarrabilco (flûte);Franz Schubert — «Ständchen» D 889 (arr. Theobald Böhm) | Franz Schubert — Variationen über «Trockne Blumen» D 802
000000e9:001aa436;2024-12-19T12:30:00;Lunch concert;;Grand Auditorium;Mood-booster;Intimate;0;Maurice Clement (orgue);Johann Sebastian Bach — Fantasie BWV 542 | César Franck — Andantino en sol mineur | Béla Bartók — Danses populaires roumaines (Rumänische Volkstänze) (arr. Joe Lahos) | Improvisation | Charles-Marie Widor — Toccata: Allegro (Symphonie pour orgue N° 5)
000000e9:001a1ef3;2024-12-19T19:30:00;Lëtzebuerger Musekspräisser 2024;;Salle de Musique de Chambre;;;0;;
000000e9:00186cd0;2024-12-20T19:30:00;Chrëschtconcert;;Grand Auditorium;Mood-booster;Music and More;0;Luxembourg Philharmonic (orchestre) | Chœur de Chambre du Conservatoire de la Ville de Luxembourg (chœur) | Chanteurs du chœur de l'INECC Luxembourg | Pueri Cantores du Conservatoire de la Ville de Luxembourg (chœur) | Pierre Nimax (direction) | Ivan Boumans (direction) | Maurice Clement (orgue);Ralph Vaughan Williams — «O Clap Your Hands» | John Francis Wade — «Adeste Fideles» (arr. Sir David Willcocks) | Eduard Ebel — «Leise rieselt der Schnee» (arr. Ivan Boumans) | Traditional — «Les Anges dans nos campagnes» (arr. Ivan Boumans) | James Lord Pierpont — «Jingle Bells» (arr. Sir David Willcocks) | Richard Eilenberg — Petersburger Schlittenfahrt op. 57 (arr. Ivan Boumans) | Traditional — «Japanese Christmas Carol» | Pierre Nimax — «De Péckvillchen» | Ernani Aguiar — Salmo 150 | Alexandre Guilmant — Final alla Schumann | John Rutter — «Christmas Lullaby» | Mathieu Lamberty — «An der grousser hell'ger Nuecht» (arr. Ivan Boumans) | Traditional — «Il est né, le divin enfant» (arr. Kerry Turner) | Leroy Anderson — Sleigh Ride | José Feliciano — «Feliz Navidad» (arr. Ivan Boumans, version 2024) | Franz Xaver Gruber — «Stille Nacht, heilige Nacht» (arr. Ivan Boumans)
000000e9:00186cd2;2024-12-21T17:00:00;Chrëschtconcert;;Grand Auditorium;Mood-booster;Music and More;0;Luxembourg Philharmonic (orchestre) | Chœur de Chambre du Conservatoire de la Ville de Luxembourg (chœur) | Chanteurs du chœur de l'INECC Luxembourg | Pueri Cantores du Conservatoire de la Ville de Luxembourg (chœur) | Pierre Nimax (direction) | Ivan Boumans (direction) | Maurice Clement (orgue);Ralph Vaughan Williams — «O Clap Your Hands» | John Francis Wade — «Adeste Fideles» (arr. Sir David Willcocks) | Eduard Ebel — «Leise rieselt der Schnee» (arr. Ivan Boumans) | Traditional — «Les Anges dans nos campagnes» (arr. Ivan Boumans) | James Lord Pierpont — «Jingle Bells» (arr. Sir David Willcocks) | Richard Eilenberg — Petersburger Schlittenfahrt op. 57 (arr. Ivan Boumans) | Traditional — «Japanese Christmas Carol» | Pierre Nimax — «De Péckvillchen» | Ernani Aguiar — Salmo 150 | Alexandre Guilmant — Final alla Schumann | John Rutter — «Christmas Lullaby» | Mathieu Lamberty — «An der grousser hell'ger Nuecht» (arr. Ivan Boumans) | Traditional — «Il est né, le divin enfant» (arr. Kerry Turner) | Leroy Anderson — Sleigh Ride | José Feliciano — «Feliz Navidad» (arr. Ivan Boumans, version 2024) | Franz Xaver Gruber — «Stille Nacht, heilige Nacht» (arr. Ivan Boumans)
000000e9:00186cd5;2025-01-08T19:30:00;Neijoersconcert;;Grand Auditorium;Classical Hits;Mood-booster;0;Luxembourg Philharmonic (orchestre) | Pietari Inkinen (direction) | Elisabeth Teige (soprano);Edvard Grieg — Morgenstemning i ørkenen op. 46/1 (Peer Gynt. Suite N° 1) | Edvard Grieg — «Våren» op. 33/2 | Edvard Grieg — Chanson de Solveig (Peer Gynt) | Edvard Grieg — Dans l’antre du roi de la montagne (Peer Gynt. Suite op. 46/1) | Richard Wagner — Tannhäuser: «Dich, teure Halle» | Richard Strauss — Till Eulenspiegels lustige Streiche | Johann Strauss (fils) — An der schönen blauen Donau | Emmerich Kálmán — «Heia, heia, in den Bergen ist mein Heimatland» (Die Csárdásfürstin) | Leonard Bernstein — «I Feel Pretty» (West Side Story) | Johann Strauss (fils) — Perpetuum mobile | Johann Strauss (fils) — Tritsch-Tratsch-Polka | Johann Strauss (fils) — Bis: Unter Donner und Blitz | Frederick Loewe — Bis: «I Could Have Danced All Night» (My Fair Lady) (arr. Johnny Green) | Johann Strauss (père) — Bis: Radetzky-Marsch (arr. Michael Rot)
000000e9:001a39bd;2025-01-09T14:00:00;Lëtz sang! Formatiounen;;Salle de Musique de Chambre;In Luxembourgish;;0;Martina Menichetti (Responsabel Fortbildung);
000000e9:001944ea;2025-01-11T10:30:00;Loopino et le tambour infernal;;Espace Découverte;;;;Renelde Pierlot (Loopino) | Tobias Ribitzki (mise en scène) | Florian Angerer (décors) | Ruth Lorang (atelier créatif) | Martina Menichetti (atelier musical) | Susanne Felicitas Wolf (texte) | Double Drums (ensemble de percussions) | Alexander Glöggler (percussion) | Philipp Jungk (percussion);
000000e9:0018c252;2025-01-11T19:30:00;Jordi Savall: A Sea of Music;Musiques créoles en dialogue;Grand Auditorium;Classical Hits;Thought-provoking;Orchestra;Jordi Savall (viole de gambe, direction) | Hespèrion XXI (ensemble) | Tembembe Ensamble Continuo (ensemble) | La Capella Reial de Catalunya (ensemble) | Emilio Buale (Erzählung) | Canada | Neema Bickersteth (Gesang) | Guinée | Sékouba Bambino (Gesang) | Guadeloupe | Yannis François (Gesang) | Yannis François (danse) | Mali | Mamani Keïta (chœur, danse) | Tantie Kouyaté (chœur, danse) | Fanta Sissoko (chœur, danse) | Brésil | Maria Juliana Linhares (soprano) | Zé Luis Nascimento (percussion) | Cuba | Teresa Yanet (Gesang) | Lixsania Fernández (Gesang) | Lixsania Fernández (viole de gambe) | Marlon Rodríguez (percussion) | Marlon Rodríguez (Gesang) | Frank Pereira (guitare) | Frank Pereira (Gesang) | Frank Pereira (tres) | Haïti | Sylvie Henry (Gesang) | Iván García (basse) | Venezuela | Mexique / Colombie | Ada Coronel (Gesang) | Ada Coronel (danse) | Leopoldo Novoa (Marimbol) | Leopoldo Novoa (marimba de chonta) | Leopoldo Novoa (tiple) | Jordi Savall (conception) | Ulises Martínez (violon) | Ulises Martínez (vihuela) | Ulises Martínez (leona) | Ulises Martínez (Gesang) | Momi Maiga (kora) | Momi Maiga (Gesang);1e partie: 1440–1640 | Traditionnel malien — chant de griot: lamentation africaine | Alonso Mudarra — Canzon alla Villota: «La tricotea Samartin la vea» (Cancionero de Palacio) | Anonyme nahuatl — poème | Traditionnel afro-cubain — chant à Oshun | Vodou traditionnel haïtien — Ballmannan | Traditional — «Ofulú lorêrê-ê» (arr. Aloysio de Alencar Pinto) | Mateo Flecha l'aîné — «San Sabeya, gugurumbé» | Traditionnel Son Jarocho — «Los Negritos / Gurumbé» | Teodora Ginés — «Son de Má’ Teodora» | Traditionnel malien — chant de griot: «Sinanon saran» | Traditional — chant d'esclave: «Look over Yonder» | Gaspar Fernandes — «Tleycantimo choquiliya» (Mestizo e Indio) | 2e partie: 1680–1880 | Traditional — Canto do Guerreiro (Caboclinho paraibano) | Traditional — chant d'esclave: «You gonna reap what you sow» | Traditional — changüí de Guantánamo: «La rumba está buena» | Gaspar Fernandes — «Xicochi conentzitle» | Jean-Philippe Rameau — Les Indes galantes: Air pour les esclaves africains | Compositeur anonyme — «Cachua serranita nombrada: El Huicho Nuebo: No ay entendimiento humano» (Codex Trujillo) | Traditionnel haïtien — Tumba francesa | Traditionnel malien — Lamento | Traditional — chant religieux et prière IsiXhosa: «Indodana» | Juan García de Zéspedes, Traditional — Guaracha de Tixtla: «Ay, que me abraso, ay / El Arrancazacate» | Mario Oropesa — «Aguacero, aguacerito» (arr. Leopoldo Novoa)
000000e9:001944ed;2025-01-12T10:30:00;Loopino an d’Trommel vun der Roserei;;Espace Découverte;;;;Renelde Pierlot (Loopino) | Tobias Ribitzki (Regie) | Florian Angerer (Bün) | Ruth Lorang (Kreativitéitsatelier) | Martina Menichetti (Museksatelier) | Susanne Felicitas Wolf (Text) | Double Drums (ensemble de percussions) | Alexander Glöggler (Perkussioun) | Philipp Jungk (Perkussioun);
000000e9:001971e8;2025-01-12T16:00:00;Mozart, der Bratscher;Gesprächskonzert;Salle de Musique de Chambre;Instrument Focus;Music and More;Chamber;Simply Quartet (quatuor à cordes) | Danfeng Shen (violon) | Antonia Rankersberger (violon) | Xiang Lyu (alto) | Ivan Valentin Hollup Roald (violoncelle) | Sào Soulez Larivière (alto) | Claus-Christian Schuster (Kommentar);Wolfgang A. Mozart — Streichquintett KV 516
000000e9:001970ca;2025-01-13T19:30:00;The Luxembourg Philharmonic Academy ;by Aureus Ars & Scientia;Salle de Musique de Chambre;Instrument Focus;Classical Hits;Chamber;Membres de la Luxembourg Philharmonic Academy | Clara Szu-Yu Lin (violon) | Eleanna Stratou (violon) | Saar Van Bergen (alto) | Carol Salgado (violoncelle) | Javier Martin de la Torre (alto) | Eloi Fidalgo Fraga (percussion) | Yun-Yun Chiang (violon) | Jules Stella (violon) | Caroline Dauchy (violoncelle);Dmitri Chostakovitch — Quatuor à cordes N° 8 | Joey Roukens — In Transit | Johannes Brahms — Streichquintett N° 2
000000e9:001a8933;2025-01-13T19:30:00;The Symphony and Songs of Spring;Happy Chinese New Year Concert;Grand Auditorium;;;0;Philharmonisches Orchester der Stadt Trier (orchestre) | Artistes du China National Opera House;
000000e9:00193c5b;2025-01-14T19:30:00;Leonkoro Quartet: Mozart & Ravel;Around the F-chord;Salle de Musique de Chambre;Instrument Focus;Intimate;Chamber;Leonkoro Quartet (quatuor à cordes) | Jonathan Schwarz (violon) | Amelie Wallner (violon) | Mayu Konoe (alto) | Lukas Schwarz (violoncelle);Wolfgang A. Mozart — Streichquartett KV 590 | Paul Hindemith — Streichquartett op. 10 | Maurice Ravel — Quatuor à cordes | Erwin Schulhoff — Bis: Alla serenata (Fünf Stücke)
000000e9:001a3273;2025-01-15T09:00:00;Filmvertonung;;0000010f:0000016a;;;0;Gerhard Müller-Hornbach (Leitung, Komposition);
000000e9:00192a83;2025-01-15T12:30:00;Lunch concert;;Grand Auditorium;Mood-booster;Instrument Focus;Orchestra;Ensemble de percussion du Conservatoire de la Ville de Luxembourg (ensemble) | Clarisse Cahen Sinner (percussion) | Anouk Harpes (percussion) | Lara Marmann (percussion) | Pit Haustgen (percussion) | Simon Nakhimovitch (percussion) | Leo Spiridigliozzi (percussion) | Gabin Tavernier (percussion) | Lio Theisen (percussion) | Jakob Wirtz (percussion) | Paul Wirtz (percussion) | Netty Glesener (direction);John Beck — Ouverture for Percussion Ensemble | Wolfgang A. Mozart — Klaviersonate KV 331: 3. Alla Turca (arr. Netty Glesener) | Dave Brubeck — Blue Rondo à la Turk (arr. Netty Glesener) | Ed Sheeran — «Shape of You» (arr. Netty Glesener) | John Williams — Cantina Band (Star Wars IV) (arr. Eric Kalver) | William Kempster — The Busy Box
000000e9:001975db;2025-01-15T12:30:00;Pause déjeuner musicale;Faites le plein d'énergie en musique!;Espace Découverte;Mood-booster;Music and More;0;Martina Menichetti (conception, animation);
000000e9:0017348f;2025-01-15T19:30:00;Sir Simon Rattle;Celebrating 70: Lessons in Love;Grand Auditorium;Epic;Outside-the-box;Orchestra;London Symphony Orchestra (orchestre) | Sir Simon Rattle (direction) | Barbara Hannigan (soprano);Pierre Boulez — Éclat | George Benjamin — Interludes and Aria from «Lessons in Love and Violence» | Johannes Brahms — Symphonie N° 4 | Johannes Brahms — Bis: Ungarischer Tanz WoO 1/3 (arr. Johannes Brahms)
000000e9:0017348e;2025-01-16T19:30:00;Sir Simon Rattle;Celebrating 70: Ritual Dances ;Grand Auditorium;Mood-booster;Outside-the-box;Orchestra;London Symphony Orchestra (orchestre) | Sir Simon Rattle (direction) | John Scofield (guitare) | Krystian Zimerman (piano);Sir Michael Tippett — Four Ritual Dances (The Midsummer Marriage) | Mark-Anthony Turnage — SCO (commande Philharmonie, London Symphony Orchestra, Cité De La Musique – Philharmonie De Paris) | Ludwig van Beethoven — Klavierkonzert N° 4 | Frédéric Chopin — Bis: Nocturne op. 62/2
000000e9:001988ab;2025-01-17T10:00:00;Schmetterling;Inszeniertes Konzert;Salle de Musique de Chambre;;;0;Peter Leung (Regie, Choreographie) | Fabienne Vegt (Regie, Choreographie, Konzeption) | Dianto Reed Quintet (ensemble à vent) | María González Bullón (Oboe) | Ovidi Martí Garasa (Saxophon) | María Losada Burgo (Fagott) | Erik Steven Rojas Toapanta (Bassklarinette) | Graziana Veneziano (Tanz) | Doke Pauwels (Tanz) | Yaron Abulafia (Lichtdesign) | Johannes Offerhaus (Kostüme) | Stephanie Schuitemaker (Kostüme) | Max Knigge (Arrangement) | Jérémie Rhorer (Komposition) | María Luisa Olmos Ros (Klarinette) | Georgina Fürstenberg (soprano) | Christoph Gaiser (traduction) | Johannes Offerhaus (décors) | Áine King (Bühnenbildassistenz);
000000e9:00197270;2025-01-17T19:30:00;Al-Kindi Ensemble & The Whirling Dervishes of Damascus;;Grand Auditorium;World;Music and More;World;Sheikh Hamed Daoud (singing) | Ziad Kadi Amin (ney) | Adel Shams El Din (riq) | Mohamed Qadri Dalal (oud) | Khadija El-Afritt (qanun) | Diaa Daoud (vocals (Munschid)) | Sariah Daoud (vocals (Munschid)) | Hatem Al-Jamal (whirling dervishe) | Yazan Al-Jamal (whirling dervishe);
000000e9:00186cdc;2025-01-17T20:00:00;Ombra;;0000010f:0000017d;Music and More;Thought-provoking;0;Luxembourg Philharmonic (orchestre) | Koor Opera Vlaanderen (chœur) | TK Russell (Gesang) | TK Russell (danse) | Zoë Ashe-Browne (danse) | Claudio Cangialosi (danse) | Morgana Cappellari (danse) | Nelson Earl (danse) | Christina Guieb (danse) | Misako Kato (danse) | Morgan Lugo (danse) | Austin Meiteen (danse) | Ester Pérez (danse) | Niharika Senapati (danse) | Louis Thuriot (danse) | Lateef Williams (danse) | Towa Iwase (danse) | Mélanie Lomoff (chorégraphie) | Luis Marraffa (chorégraphie) | Bérengère Bodin (réalisation) | Quan Bui Ngoc (réalisation) | Romain Guion (réalisation) | Romain Guion (assistance à la mise en scène) | Alain Platel (mise en scène) | Berlinde De Bruyckere (scénographie) | Felice Ross (lumières) | Aaron Shaw (Korrepetition) | Steven Prengels (composition) | Jan Schweiger (direction, direction de chœur);Steven Prengels — Ombra
000000e9:001aa5d3;2025-01-18T14:00:00;Study day Corinne Schneider: «La musique des voyages»;;Espace Découverte;In French;;0;Corinne Schneider (présentation);
000000e9:00197a19;2025-01-18T17:00:00;Schmetterling;Inszeniertes Konzert;Salle de Musique de Chambre;;;0;Peter Leung (Regie, Choreographie) | Fabienne Vegt (Regie, Choreographie, Konzeption) | Dianto Reed Quintet (ensemble à vent) | María González Bullón (Oboe) | Ovidi Martí Garasa (Saxophon) | María Losada Burgo (Fagott) | Erik Steven Rojas Toapanta (Bassklarinette) | Graziana Veneziano (Tanz) | Doke Pauwels (Tanz) | Yaron Abulafia (Lichtdesign) | Johannes Offerhaus (Kostüme) | Stephanie Schuitemaker (Kostüme) | Max Knigge (Arrangement) | Jérémie Rhorer (Komposition) | María Luisa Olmos Ros (Klarinette) | Georgina Fürstenberg (soprano) | Christoph Gaiser (traduction) | Johannes Offerhaus (décors) | Áine King (Bühnenbildassistenz);
000000e9:0018f009;2025-01-18T19:30:00;Gustavo Dudamel & Simón Bolívar Symphony Orchestra of Venezuela;;Grand Auditorium;Mood-booster;Epic;Orchestra;Simón Bolívar Symphony Orchestra of Venezuela (orchestre) | Gustavo Dudamel (direction) | Marianne Crebassa (mezzo-soprano) | Pueri Cantores du Conservatoire de la Ville de Luxembourg (chœur) | Chœur de l’Orchestre de Paris-Philharmonie (chœur) | Richard Wilberforce (Chorleitung);José Antonio Abreu — «Sol que das vida a los trigo» | José Antonio Abreu — Madrigal «Luz Tú» | Gustav Mahler — Symphonie N° 3
000000e9:00186cde;2025-01-18T20:00:00;Ombra;;0000010f:0000017d;Music and More;Thought-provoking;0;Luxembourg Philharmonic (orchestre) | Koor Opera Vlaanderen (chœur) | TK Russell (Gesang) | TK Russell (danse) | Zoë Ashe-Browne (danse) | Claudio Cangialosi (danse) | Morgana Cappellari (danse) | Nelson Earl (danse) | Christina Guieb (danse) | Misako Kato (danse) | Morgan Lugo (danse) | Austin Meiteen (danse) | Ester Pérez (danse) | Niharika Senapati (danse) | Louis Thuriot (danse) | Lateef Williams (danse) | Towa Iwase (danse) | Mélanie Lomoff (chorégraphie) | Luis Marraffa (chorégraphie) | Bérengère Bodin (réalisation) | Quan Bui Ngoc (réalisation) | Romain Guion (réalisation) | Romain Guion (assistance à la mise en scène) | Alain Platel (mise en scène) | Berlinde De Bruyckere (scénographie) | Felice Ross (lumières) | Aaron Shaw (Korrepetition) | Steven Prengels (composition) | Jan Schweiger (direction, direction de chœur);Steven Prengels — Ombra
000000e9:00197a1a;2025-01-19T11:00:00;Schmetterling;Inszeniertes Konzert;Salle de Musique de Chambre;;;;Peter Leung (Regie, Choreographie) | Fabienne Vegt (Regie, Choreographie, Konzeption) | Dianto Reed Quintet (ensemble à vent) | María González Bullón (Oboe) | Ovidi Martí Garasa (Saxophon) | María Losada Burgo (Fagott) | Erik Steven Rojas Toapanta (Bassklarinette) | Graziana Veneziano (Tanz) | Doke Pauwels (Tanz) | Yaron Abulafia (Lichtdesign) | Johannes Offerhaus (Kostüme) | Stephanie Schuitemaker (Kostüme) | Max Knigge (Arrangement) | Jérémie Rhorer (Komposition) | María Luisa Olmos Ros (Klarinette) | Georgina Fürstenberg (soprano) | Christoph Gaiser (traduction) | Johannes Offerhaus (décors) | Áine King (Bühnenbildassistenz);
000000e9:0018f00a;2025-01-19T19:30:00;Gustavo Dudamel & Simón Bolívar Symphony Orchestra of Venezuela;;Grand Auditorium;Soulful;World;Orchestra;Simón Bolívar Symphony Orchestra of Venezuela (orchestre) | Gustavo Dudamel (direction) | Jorge Glem (Cuatro);Ricardo Lorenz — Todo Terreno | Gonzalo Grau — Odisea | Jorge Glem — Bis: Improvisations | Piotr Ilitch Tchaïkovski — Symphonie N° 4 | Arturo Márquez — Bis: Danzon N° 9 | Leonard Bernstein — Bis: Mambo (West Side Story)
000000e9:001988ad;2025-01-20T10:00:00;Schmetterling;Inszeniertes Konzert;Salle de Musique de Chambre;;;0;Peter Leung (Regie, Choreographie) | Fabienne Vegt (Regie, Choreographie, Konzeption) | Dianto Reed Quintet (ensemble à vent) | María González Bullón (Oboe) | Ovidi Martí Garasa (Saxophon) | María Losada Burgo (Fagott) | Erik Steven Rojas Toapanta (Bassklarinette) | Graziana Veneziano (Tanz) | Doke Pauwels (Tanz) | Yaron Abulafia (Lichtdesign) | Johannes Offerhaus (Kostüme) | Stephanie Schuitemaker (Kostüme) | Max Knigge (Arrangement) | Jérémie Rhorer (Komposition) | María Luisa Olmos Ros (Klarinette) | Georgina Fürstenberg (soprano) | Christoph Gaiser (traduction) | Johannes Offerhaus (décors) | Áine King (Bühnenbildassistenz);
000000e9:0018cd7a;2025-01-20T19:30:00;Sonates solos & divertimento;with three greats;Salle de Musique de Chambre;Classical Hits;Soulful;Chamber;Isabelle Faust (violon) | Tabea Zimmermann (alto) | Jean-Guihen Queyras (violoncelle);Zoltán Kodály — Sonate pour violoncelle seul op. 8 | Béla Bartók — Sonate pour violon seul Sz 117 | György Ligeti — Sonate pour alto solo | Wolfgang A. Mozart — Divertimento KV 563
000000e9:001936c2;2025-01-21T12:30:00;Midi baroque: François Couperin;Les Concerts royaux ;Espace Découverte;Intimate;Music and More;Chamber / Early music & Baroque;Aurélie Wenzel (violon) | Stéphanie Houillon (viole de gambe) | Anne-Catherine Bucher (clavecin) | Anne-Catherine Bucher (Kommentar);François Couperin — Concerts royaux (extraits)
000000e9:0018cd5f;2025-01-21T19:30:00;Mitsuko Uchida & Mahler Chamber Orchestra;Grands concertos;Grand Auditorium;Classical Hits;Instrument Focus;Orchestra;Mahler Chamber Orchestra (orchestre de chambre) | Mitsuko Uchida (direction, piano);Wolfgang A. Mozart — Klavierkonzert N° 18 KV 456 | Georg Friedrich Händel — Concerto grosso op. 3/2 HWV 313 | Wolfgang A. Mozart — Klavierkonzert N° 21 KV 467 | Arnold Schönberg — Bis: Sechs Kleine Klavierstücke op. 19 N° 2: Langsam
000000e9:001970d3;2025-01-22T19:30:00;Immanuel Wilkins Quartet;;Salle de Musique de Chambre;Jazz and More;Mood-booster;Jazz / Blues;Immanuel Wilkins (alto saxophone) | Micah Thomas (piano) | Rick Rosato (double bass) | Kweku Sumbry (Drums);
000000e9:0017f289;2025-01-23T19:30:00;Brahms Requiem;Luxembourg Philharmonic & Rademann;Grand Auditorium;Classical Hits;Soulful;Vocal / Choral;Luxembourg Philharmonic (orchestre) | Hans-Christoph Rademann (direction) | Gaechinger Cantorey (chœur) | Katharina Konradi (soprano) | Konstantin Krimmel (baryton);Johannes Brahms — «Warum ist das Licht gegeben» op. 74/1 | Johannes Brahms — Ein deutsches Requiem
000000e9:00186cfe;2025-01-25T19:00:00; Ein deutsches Requiem; Luxembourg Philharmonic & Rademann;0000010f:00000251;Classical Hits;Soulful;Vocal / Choral;Luxembourg Philharmonic (orchestre) | Hans-Christoph Rademann (direction) | Gaechinger Cantorey (chœur) | Katharina Konradi (soprano) | Konstantin Krimmel (baryton);Johannes Brahms — «Warum ist das Licht gegeben» op. 74/1 | Johannes Brahms — Ein deutsches Requiem
000000e9:001995a2;2025-01-25T19:30:00;Francesco Tristano & Luxembourg Philharmonic Academy;Technophonic;Grand Auditorium;Outside-the-box;Epic;Electronic / Crossover;Francesco Tristano (piano) | Francesco Tristano (electronics) | Dzijan Emin (conducting) | Members of the Luxembourg Philharmonic Academy | Dzijan Emin (Keyboards) | Dzijan Emin (électronique) | Carol Salgado (violoncelle) | Yun-Yun Chiang (violon) | Saar Van Bergen (alto) | Caroline Dauchy (violoncelle) | Clara Szu-Yu Lin (violon) | Eleanna Stratou (violon) | Eloi Fidalgo Fraga (percussion) | Javier Martin de la Torre (alto) | Jules Stella (violon);Johann Sebastian Bach — Klavierkonzert BWV 1052 | Francesco Tristano — Circle Songs | Dzijan Emin — The King of Sopishte | Dzijan Emin — Izlet | Francesco Tristano — Opa! | Derrick May, Michael James — Strings of Life
000000e9:00196685;2025-01-26T16:00:00;Cinéma muet et piano parlant: l'humour en noir et blanc;;Salle de Musique de Chambre;Film;Music and More;Film;Jean-François Zygel (musique improvisée au piano);Sélection de courts-métrages muets de la collection Pathé | Jean-François Zygel — musique | Film: Blanchisserie électrique (1912) | Film: Léontine s’envole (1911) | Roméo Bosetti — réalisation | Film: Voyage original (1908) | Segundo de Chomón — réalisation | Film: Un bon drame (1913) | Film: Le Retapeur de cervelles (1911) | Émile Cohl — réalisation | Film: La Course aux moustiquaires (1914) | Film: Le Musée des grotesques (1911) | Émile Cohl — réalisation | Film: Rigadin peintre cubiste (1912) | Georges Monca — réalisation | Film: Boireau roi de la boxe (1912) | André Deed — réalisation
000000e9:0019b90c;2025-01-26T18:00:00;Wiener Johann Strauss Konzert-Gala;Kendlingerʼs K&K Philharmoniker und Ballett;Grand Auditorium;;;0;Kendlinger's K&K Philharmoniker (orchestre) | Matthias Georg Kendlinger (direction) | Kendlinger's K&K Ballett (ensemble de danse);Œuvres de Strauss
000000e9:00186cff;2025-01-26T19:00:00;Ein deutsches Requiem;Luxembourg Philharmonic & Rademann;0000010f:0000022f;Classical Hits;Soulful;Vocal / Choral;Luxembourg Philharmonic (orchestre) | Hans-Christoph Rademann (direction) | Gaechinger Cantorey (chœur) | Katharina Konradi (soprano) | Konstantin Krimmel (baryton);Johannes Brahms — «Warum ist das Licht gegeben» op. 74/1 | Johannes Brahms — Ein deutsches Requiem
000000e9:00190ddd;2025-01-27T19:30:00;Wie Melodien zieht es mir leise durch den Sinn;;Salle de Musique de Chambre;;;0;Alexander Hülshoff (violoncelle) | Andreas Frölich (piano);Claude Debussy — Sonate pour violoncelle et piano | Franz Schubert — Sonate D 821 «Arpeggione» | Wolfgang A. Mozart — Rondo («Haffner-Serenade») | Ernest Bloch — From Jewish Life | Edvard Grieg — Sonate pour violoncelle et piano
000000e9:001980e5;2025-01-28T19:30:00;Romantique avant 1850;;Salle de Musique de Chambre;Instrument Focus;Mood-booster;0;Arthur Stockel (clarinette) | Quatuor Hanson (quatuor à cordes) | Anton Hanson (violon) | Jules Dussap (violon) | Gabrielle Lafait (alto) | Simon Dechambre (violoncelle);Robert Schumann — Fantasiestücke op. 73 (arr. Jonathan Keren) | Wolfgang A. Mozart — Klarinettenquintett KV 581 | Carl Maria von Weber — Klarinettenquintett op. 34 | Edgar Sampson — Bis: Stompinʼ at the Savoy (arr. Philippe Maniez)
000000e9:0018302b;2025-01-29T19:30:00;Sir András Schiff;Two grand piano concertos and a Drumroll;Grand Auditorium;Classical Hits;Mood-booster;Orchestra;Cappella Andrea Barca (orchestre de chambre) | Sir András Schiff (piano) | Sir András Schiff (direction);Wolfgang A. Mozart — Klavierkonzert N° 25 KV 503 | Joseph Haydn — Symphonie N° 103 «Mit dem Paukenwirbel» | Wolfgang A. Mozart — Klavierkonzert N° 24 KV 491 | Johann Sebastian Bach — Bis: Brandenburgisches Konzert N° 5 BWV 1050: 1. Allegro
000000e9:0019833a;2025-01-30T12:15:00;Yoga & Fauré;;Espace Découverte;Mood-booster;Music and More;Crossover / Chamber;Cathy Krier (piano) | Amelie Kuylenstierna (Yogalehrer*in);Gabriel Fauré — Improvisation op. 84/5 | Gabriel Fauré — 9 Préludes
000000e9:001998d5;2025-01-30T17:30:00;Yoga & Fauré;;Espace Découverte;Mood-booster;Music and More;Crossover / Chamber;Cathy Krier (piano) | Amelie Kuylenstierna (Yogalehrer*in);Gabriel Fauré — Improvisation op. 84/5 | Gabriel Fauré — 9 Préludes
000000e9:00199161;2025-01-30T19:30:00;Rita Payés;;Salle de Musique de Chambre;World;Mood-booster;World / Crossover;Rita Payés (trombone) | Rita Payés (vocals) | Pol Batlle (guitar) | Elisabeth Roma (guitar);
